#chr	start	stop	name	score	strand	p.value
chr1	180501972	180502191	site5683	15.0806	-	3.3e-06
chr1	180515896	180516115	site5684	14.9194	+	3.63e-06
chr1	180522185	180522404	site5685	15.5968	-	2.41e-06
chr1	180533575	180533794	site5686	16.371	+	1.48e-06
chr1	180547055	180547274	site5687	16.7581	+	1.15e-06
chr1	180778887	180779106	site5688	17.7581	-	5.81e-07
chr1	180778889	180779108	site5689	16.6935	+	1.2e-06
chr1	180863265	180863484	site5690	16.2742	-	1.58e-06
chr1	180881997	180882216	site5691	18.7258	+	2.87e-07
chr1	180920793	180921012	site5692	14.7903	-	3.91e-06
chr1	181038505	181038724	site5693	15.5806	+	2.44e-06
chr1	181106221	181106440	site5694	13.1774	-	9.67e-06
chr1	181142553	181142772	site5695	18.8548	-	2.6e-07
chr1	181166656	181166875	site5696	16.3548	-	1.5e-06
chr1	181189945	181190164	site5697	18.9355	+	2.44e-07
chr1	181213025	181213244	site5698	14.1935	+	5.52e-06
chr1	181218324	181218543	site5699	15.7581	+	2.19e-06
chr1	181231946	181232165	site5700	13.6129	-	7.63e-06
chr1	181308549	181308768	site5701	13.6774	+	7.37e-06
chr1	181312362	181312581	site5702	15.6774	+	2.3e-06
chr1	181345692	181345911	site5703	13.8387	-	6.74e-06
chr1	181346038	181346257	site5704	14.3871	-	4.94e-06
chr1	181423646	181423865	site5705	16.4516	-	1.41e-06
chr1	181424940	181425159	site5706	13.4839	-	8.19e-06
chr1	181425011	181425230	site5707	16.7419	-	1.16e-06
chr1	181458247	181458466	site5708	14.1613	+	5.62e-06
chr1	181479226	181479445	site5709	18.4355	+	3.56e-07
chr1	181504366	181504585	site5710	14.5	-	4.63e-06
chr1	181517244	181517463	site5711	13.7419	+	7.11e-06
chr1	181523931	181524150	site5712	14.4677	+	4.72e-06
chr1	181674761	181674980	site5713	13.8226	+	6.8e-06
chr1	181676366	181676585	site5714	14.8226	-	3.84e-06
chr1	181764885	181765104	site5715	16.5323	+	1.34e-06
chr1	181780742	181780961	site5716	13.6774	-	7.37e-06
chr1	182004305	182004524	site5717	17.0161	-	9.69e-07
chr1	182015444	182015663	site5718	16.9355	-	1.02e-06
chr1	182029808	182030027	site5719	14.1452	-	5.67e-06
chr1	182029980	182030199	site5720	19.4839	-	1.58e-07
chr1	182052009	182052228	site5721	14.1452	-	5.67e-06
chr1	182081057	182081276	site5722	13.7097	-	7.24e-06
chr1	182084452	182084671	site5723	13.9355	+	6.38e-06
chr1	182084983	182085202	site5724	19.0484	+	2.24e-07
chr1	182143241	182143460	site5725	25.3548	+	4.73e-11
chr1	182163713	182163932	site5726	13.7581	+	7.05e-06
chr1	182198061	182198280	site5727	16.0645	-	1.8e-06
chr1	182339982	182340201	site5728	13.2258	+	9.42e-06
chr1	182349897	182350116	site5729	15.2742	-	2.94e-06
chr1	182396799	182397018	site5730	17.5968	-	6.5e-07
chr1	182398891	182399110	site5731	14.3065	+	5.18e-06
chr1	182423759	182423978	site5732	13.2258	-	9.42e-06
chr1	182446106	182446325	site5733	16.9516	+	1.01e-06
chr1	182524124	182524343	site5734	13.5323	+	7.98e-06
chr1	182524587	182524806	site5735	18.7903	+	2.73e-07
chr1	182601400	182601619	site5736	22.0484	+	1.47e-08
chr1	182626216	182626435	site5737	13.6774	-	7.37e-06
chr1	182685106	182685325	site5738	13.4355	+	8.41e-06
chr1	182782385	182782604	site5739	16.871	-	1.07e-06
chr1	182786760	182786979	site5740	14.1452	-	5.67e-06
chr1	182790949	182791168	site5741	13.8065	+	6.86e-06
chr1	182812428	182812647	site5742	16.8387	-	1.09e-06
chr1	182910273	182910492	site5743	15.5806	+	2.44e-06
chr1	183019884	183020103	site5744	14.5645	-	4.46e-06
chr1	183023954	183024173	site5745	16.3548	-	1.5e-06
chr1	183264733	183264952	site5746	13.7581	-	7.05e-06
chr1	183270387	183270606	site5747	14.3226	+	5.13e-06
chr1	183281544	183281763	site5748	18.7903	+	2.73e-07
chr1	183300499	183300718	site5749	16.0484	+	1.82e-06
chr1	183304375	183304594	site5750	14.9839	+	3.49e-06
chr1	183306650	183306869	site5751	15.2903	-	2.91e-06
chr1	183316535	183316754	site5752	15.1935	-	3.08e-06
chr1	183551905	183552124	site5753	14.5806	+	4.42e-06
chr1	183592494	183592713	site5754	13.2742	+	9.18e-06
chr1	183608606	183608825	site5755	14.7097	+	4.1e-06
chr1	183609318	183609537	site5756	15.129	+	3.2e-06
chr1	183623287	183623506	site5757	15.2581	-	2.97e-06
chr1	183655558	183655777	site5758	22.129	+	1.36e-08
chr1	183658376	183658595	site5759	13.6452	+	7.5e-06
chr1	183685190	183685409	site5760	19.9032	-	1.11e-07
chr1	183706560	183706779	site5761	14.2903	+	5.22e-06
chr1	183837197	183837416	site5762	13.4516	-	8.34e-06
chr1	183916052	183916271	site5763	21.5	-	2.59e-08
chr1	183918833	183919052	site5764	15.6129	+	2.39e-06
chr1	184075507	184075726	site5765	20.4677	+	6.81e-08
chr1	184164441	184164660	site5766	13.5484	+	7.91e-06
chr1	184222646	184222865	site5767	19.0806	-	2.18e-07
chr1	184379430	184379649	site5768	15.9839	+	1.9e-06
chr1	184399892	184400111	site5769	13.2258	+	9.42e-06
chr1	184465840	184466059	site5770	17.4677	-	7.11e-07
chr1	184626901	184627120	site5771	13.129	-	9.93e-06
chr1	184630761	184630980	site5772	17.1452	-	8.88e-07
chr1	184633989	184634208	site5773	13.371	-	8.71e-06
chr1	184672372	184672591	site5774	13.4677	-	8.26e-06
chr1	184691799	184692018	site5775	15.2903	-	2.91e-06
chr1	184789797	184790016	site5776	17.3226	+	7.86e-07
chr1	184805650	184805869	site5777	18	+	4.89e-07
chr1	184954219	184954438	site5778	19.0645	-	2.21e-07
chr1	184982221	184982440	site5779	17.5	-	6.96e-07
chr1	185063693	185063912	site5780	13.4032	-	8.56e-06
chr1	185093534	185093753	site5781	14.629	-	4.3e-06
chr1	185170241	185170460	site5782	13.5968	-	7.7e-06
chr1	185170502	185170721	site5783	18.9677	-	2.38e-07
chr1	185435776	185435995	site5784	13.9839	+	6.21e-06
chr1	185467210	185467429	site5785	13.3387	-	8.86e-06
chr1	185559934	185560153	site5786	16.9355	-	1.02e-06
chr1	185596148	185596367	site5787	15.1935	-	3.08e-06
chr1	185648870	185649089	site5788	14	+	6.16e-06
chr1	185652452	185652671	site5789	13.6613	+	7.43e-06
chr1	185681123	185681342	site5790	17.1452	-	8.88e-07
chr1	185695396	185695615	site5791	15.0323	-	3.39e-06
chr1	185720729	185720948	site5792	19.9032	+	1.11e-07
chr1	185733864	185734083	site5793	16.9194	-	1.03e-06
chr1	185799663	185799882	site5794	16.8065	+	1.11e-06
chr1	185813464	185813683	site5795	17.0645	+	9.38e-07
chr1	186004658	186004877	site5796	13.9839	+	6.21e-06
chr1	186172807	186173026	site5797	14.8387	+	3.8e-06
chr1	186222279	186222498	site5798	13.5645	-	7.84e-06
chr1	186272620	186272839	site5799	18.6774	+	2.97e-07
chr1	186305054	186305273	site5800	17.4516	+	7.2e-07
chr1	186375511	186375730	site5801	16	+	1.88e-06
chr1	186375582	186375801	site5802	15.9032	+	2e-06
chr1	186511750	186511969	site5803	13.6935	-	7.3e-06
chr1	186521341	186521560	site5804	15.6129	-	2.39e-06
chr1	186550617	186550836	site5805	13.7258	-	7.17e-06
chr1	186722798	186723017	site5806	16.0645	+	1.8e-06
chr1	186729926	186730145	site5807	14.1452	-	5.67e-06
chr1	187011040	187011259	site5808	13.9516	+	6.33e-06
chr1	187051692	187051911	site5809	18.5323	+	3.31e-07
chr1	187339086	187339305	site5810	14.8548	-	3.77e-06
chr1	187476749	187476968	site5811	16.7097	+	1.19e-06
chr1	187513313	187513532	site5812	15.8226	-	2.1e-06
chr1	187551191	187551410	site5813	19.4032	+	1.69e-07
chr1	187773443	187773662	site5814	13.5968	-	7.7e-06
chr1	187817871	187818090	site5815	14.371	+	4.99e-06
chr1	187942218	187942437	site5816	14.8065	+	3.88e-06
chr1	187947719	187947938	site5817	14.129	-	5.72e-06
chr1	188188403	188188622	site5818	13.8871	+	6.56e-06
chr1	188336106	188336325	site5819	15.0968	-	3.27e-06
chr1	188365951	188366170	site5820	15.2258	+	3.02e-06
chr1	188431230	188431449	site5821	13.6774	+	7.37e-06
chr1	188464024	188464243	site5822	15.2581	+	2.97e-06
chr1	188491231	188491450	site5823	15.9194	-	1.98e-06
chr1	188523367	188523586	site5824	15.0968	+	3.27e-06
chr1	188594613	188594832	site5825	13.1935	-	9.59e-06
chr1	188735660	188735879	site5826	14.6452	-	4.26e-06
chr1	188735663	188735882	site5827	14.0968	-	5.83e-06
chr1	188782317	188782536	site5828	14.6452	+	4.26e-06
chr1	188938242	188938461	site5829	19.6613	-	1.36e-07
chr1	189172708	189172927	site5830	14.4516	+	4.76e-06
chr1	189220843	189221062	site5831	13.4677	+	8.26e-06
chr1	189265901	189266120	site5832	13.371	+	8.71e-06
chr1	189392728	189392947	site5833	14.5	+	4.63e-06
chr1	189429602	189429821	site5834	18.3226	+	3.87e-07
chr1	189431437	189431656	site5835	14.1613	+	5.62e-06
chr1	189481556	189481775	site5836	13.6452	-	7.5e-06
chr1	189620032	189620251	site5837	15.6129	+	2.39e-06
chr1	189653591	189653810	site5838	13.8226	-	6.8e-06
chr1	189678867	189679086	site5839	15.4355	-	2.66e-06
chr1	189693242	189693461	site5840	13.3065	-	9.02e-06
chr1	189708733	189708952	site5841	16.4839	+	1.38e-06
chr1	189722843	189723062	site5842	16.1774	+	1.68e-06
chr1	189733545	189733764	site5843	13.4194	-	8.48e-06
chr1	189769389	189769608	site5844	14.0645	+	5.94e-06
chr1	189859459	189859678	site5845	18.9839	+	2.35e-07
chr1	190015902	190016121	site5846	15.3871	+	2.74e-06
chr1	190021055	190021274	site5847	13.2581	+	9.26e-06
chr1	190079912	190080131	site5848	13.129	+	9.93e-06
chr1	190084614	190084833	site5849	17.9839	-	4.95e-07
chr1	190269921	190270140	site5850	16.0968	+	1.77e-06
chr1	190321040	190321259	site5851	16.1129	-	1.75e-06
chr1	190366177	190366396	site5852	14.3871	+	4.94e-06
chr1	190373785	190374004	site5853	14.9677	-	3.53e-06
chr1	190396897	190397116	site5854	14.629	+	4.3e-06
chr1	190416236	190416455	site5855	14.2097	+	5.47e-06
chr1	190436701	190436920	site5856	19.3387	-	1.78e-07
chr1	190453648	190453867	site5857	17.3065	-	7.95e-07
chr1	190546420	190546639	site5858	15.1613	+	3.14e-06
chr1	190633579	190633798	site5859	13.6452	+	7.5e-06
chr1	190654292	190654511	site5860	14.6613	+	4.22e-06
chr1	190792697	190792916	site5861	14.5484	-	4.5e-06
chr1	190792989	190793208	site5862	13.7419	-	7.11e-06
chr1	190860272	190860491	site5863	13.7097	+	7.24e-06
chr1	191239449	191239668	site5864	15.0968	+	3.27e-06
chr1	191254798	191255017	site5865	14.8548	-	3.77e-06
chr1	191486103	191486322	site5866	14.0806	-	5.88e-06
chr1	191555799	191556018	site5867	15.6452	+	2.34e-06
chr1	191793036	191793255	site5868	13.129	+	9.93e-06
chr1	191826162	191826381	site5869	15.0968	-	3.27e-06
chr1	191831773	191831992	site5870	13.6613	-	7.43e-06
chr1	191888995	191889214	site5871	13.2097	-	9.51e-06
chr1	191899412	191899631	site5872	14.8871	+	3.7e-06
chr1	192235184	192235403	site5873	16.1935	-	1.66e-06
chr1	192238055	192238274	site5874	14.1452	+	5.67e-06
chr1	192311378	192311597	site5875	14.3548	-	5.04e-06
chr1	192445935	192446154	site5876	18.8548	-	2.6e-07
chr1	192474158	192474377	site5877	16.1613	+	1.7e-06
chr1	192477694	192477913	site5878	13.8387	+	6.74e-06
chr1	192610195	192610414	site5879	15.9194	-	1.98e-06
chr1	192805854	192806073	site5880	13.8226	+	6.8e-06
chr1	192998146	192998365	site5881	14.4677	-	4.72e-06
chr1	192998622	192998841	site5882	17.3387	-	7.78e-07
chr1	193019531	193019750	site5883	18.2903	-	3.96e-07
chr1	193025363	193025582	site5884	16.7903	-	1.13e-06
chr1	193031484	193031703	site5885	17.129	-	8.97e-07
chr1	193082461	193082680	site5886	14.2742	+	5.27e-06
chr1	193121816	193122035	site5887	16.7097	-	1.19e-06
chr1	193146971	193147190	site5888	13.8548	-	6.68e-06
chr1	193183116	193183335	site5889	15.9355	+	1.96e-06
chr1	193232971	193233190	site5890	14.7258	+	4.06e-06
chr1	193233953	193234172	site5891	17.1129	+	9.07e-07
chr1	193254892	193255111	site5892	13.5484	+	7.91e-06
chr1	193275864	193276083	site5893	17.5161	+	6.88e-07
chr1	193282433	193282652	site5894	13.3065	-	9.02e-06
chr1	193376278	193376497	site5895	15.0968	-	3.27e-06
chr1	193392762	193392981	site5896	13.9355	+	6.38e-06
chr1	193395530	193395749	site5897	14.5645	-	4.46e-06
chr1	193406901	193407120	site5898	14.0484	+	5.99e-06
chr1	193431695	193431914	site5899	13.2903	-	9.1e-06
chr1	193755126	193755345	site5900	14.5161	-	4.59e-06
chr1	193766371	193766590	site5901	16.8387	-	1.09e-06
chr1	193832711	193832930	site5902	13.4677	+	8.26e-06
chr1	193854452	193854671	site5903	14.9839	-	3.49e-06
chr1	194092145	194092364	site5904	13.8065	-	6.86e-06
chr1	194102686	194102905	site5905	18.871	+	2.56e-07
chr1	194160030	194160249	site5906	14.6935	+	4.14e-06
chr1	194423786	194424005	site5907	15.871	+	2.04e-06
chr1	194534192	194534411	site5908	14.371	+	4.99e-06
chr1	194537611	194537830	site5909	13.2097	-	9.51e-06
chr1	194538566	194538785	site5910	13.3387	+	8.86e-06
chr1	194568696	194568915	site5911	13.4516	+	8.34e-06
chr1	194625019	194625238	site5912	13.3226	+	8.94e-06
chr1	194779990	194780209	site5913	13.3065	-	9.02e-06
chr1	194903400	194903619	site5914	15.7258	-	2.23e-06
chr1	194927933	194928152	site5915	15.0968	+	3.27e-06
chr1	194935951	194936170	site5916	17.1613	-	8.78e-07
chr1	195102842	195103061	site5917	13.7097	-	7.24e-06
chr1	195190672	195190891	site5918	14.5645	+	4.46e-06
chr1	195376291	195376510	site5919	17.2581	-	8.22e-07
chr1	195496077	195496296	site5920	15.2742	+	2.94e-06
chr1	195608919	195609138	site5921	13.4516	-	8.34e-06
chr1	195623781	195624000	site5922	14.371	-	4.99e-06
chr1	195655963	195656182	site5923	13.9355	-	6.38e-06
chr1	195660368	195660587	site5924	15.8548	-	2.06e-06
chr1	195717737	195717956	site5925	15.9677	-	1.92e-06
chr1	195733928	195734147	site5926	14.3226	-	5.13e-06
chr1	195804649	195804868	site5927	18.2742	-	4.01e-07
chr1	195897154	195897373	site5928	15.4032	+	2.72e-06
chr1	195913669	195913888	site5929	14.2742	-	5.27e-06
chr1	195939942	195940161	site5930	15.2903	+	2.91e-06
chr1	196000860	196001079	site5931	15.0968	+	3.27e-06
chr1	196059290	196059509	site5932	16.7419	+	1.16e-06
chr1	196148468	196148687	site5933	16.7419	+	1.16e-06
chr1	196318005	196318224	site5934	15.5323	+	2.51e-06
chr1	196355278	196355497	site5935	18.9032	+	2.5e-07
chr1	196373036	196373255	site5936	16.5968	-	1.28e-06
chr1	196491992	196492211	site5937	15.2258	-	3.02e-06
chr1	196492029	196492248	site5938	15.0806	-	3.3e-06
chr1	196523025	196523244	site5939	13.4839	+	8.19e-06
chr1	196535926	196536145	site5940	15.5968	+	2.41e-06
chr1	196661009	196661228	site5941	15.2581	-	2.97e-06
chr1	196723426	196723645	site5942	14.7581	+	3.99e-06
chr1	196743312	196743531	site5943	17.0323	+	9.58e-07
chr1	196827930	196828149	site5944	17.0323	+	9.58e-07
chr1	196890775	196890994	site5945	15.6613	-	2.32e-06
chr1	197156794	197157013	site5946	16.5484	-	1.32e-06
chr1	197180370	197180589	site5947	17.9677	+	5e-07
chr1	197327872	197328091	site5948	15.8548	+	2.06e-06
chr1	197335824	197336043	site5949	15.629	-	2.37e-06
chr1	197400129	197400348	site5950	17.6935	+	6.08e-07
chr1	197416283	197416502	site5951	13.7742	-	6.98e-06
chr1	197452859	197453078	site5952	13.2097	+	9.51e-06
chr1	197519793	197520012	site5953	13.9194	+	6.44e-06
chr1	197521228	197521447	site5954	16.4032	+	1.45e-06
chr1	197526854	197527073	site5955	21.2742	+	3.23e-08
chr1	197615246	197615465	site5956	14.1613	+	5.62e-06
chr1	197619116	197619335	site5957	13.6452	+	7.5e-06
chr1	197924599	197924818	site5958	17.4839	-	7.04e-07
chr1	198019247	198019466	site5959	13.7742	+	6.98e-06
chr1	198072281	198072500	site5960	14.3871	+	4.94e-06
chr1	198088407	198088626	site5961	13.2581	+	9.26e-06
chr1	198105418	198105637	site5962	14	+	6.16e-06
chr1	198206347	198206566	site5963	15.4677	+	2.61e-06
chr1	198276763	198276982	site5964	13.7742	-	6.98e-06
chr1	198307313	198307532	site5965	13.2097	-	9.51e-06
chr1	198359116	198359335	site5966	15.4355	-	2.66e-06
chr1	198384462	198384681	site5967	13.2742	+	9.18e-06
chr1	198465644	198465863	site5968	14.1129	-	5.78e-06
chr1	198523234	198523453	site5969	13.4516	+	8.34e-06
chr1	198525171	198525390	site5970	15.0484	-	3.36e-06
chr1	198582131	198582350	site5971	17.2097	+	8.5e-07
chr1	198665467	198665686	site5972	13.6129	-	7.63e-06
chr1	198686218	198686437	site5973	13.9516	-	6.33e-06
chr1	198745721	198745940	site5974	13.7097	+	7.24e-06
chr1	198771645	198771864	site5975	16.1129	+	1.75e-06
chr1	198788503	198788722	site5976	13.1774	-	9.67e-06
chr1	198788814	198789033	site5977	14.2581	-	5.32e-06
chr1	198798866	198799085	site5978	13.3226	+	8.94e-06
chr1	198841479	198841698	site5979	13.9677	+	6.27e-06
chr1	198885059	198885278	site5980	16.4677	+	1.39e-06
chr1	198966636	198966855	site5981	13.9839	+	6.21e-06
chr1	199113347	199113566	site5982	18.3871	-	3.69e-07
chr1	199201064	199201283	site5983	13.2742	-	9.18e-06
chr1	199236854	199237073	site5984	13.5968	-	7.7e-06
chr1	199243533	199243752	site5985	13.7903	-	6.92e-06
chr1	199279970	199280189	site5986	13.2258	-	9.42e-06
chr1	199350631	199350850	site5987	14.0968	+	5.83e-06
chr1	199422307	199422526	site5988	13.5161	-	8.05e-06
chr1	199455181	199455400	site5989	15.1129	-	3.23e-06
chr1	199463613	199463832	site5990	13.2742	-	9.18e-06
chr1	199520554	199520773	site5991	15.629	-	2.37e-06
chr1	199550646	199550865	site5992	13.7097	-	7.24e-06
chr1	199552058	199552277	site5993	19.3065	-	1.82e-07
chr1	199600079	199600298	site5994	13.6935	+	7.3e-06
chr1	199683471	199683690	site5995	13.4032	-	8.56e-06
chr1	199684747	199684966	site5996	16.371	+	1.48e-06
chr1	199760100	199760319	site5997	15.5645	-	2.46e-06
chr1	199909333	199909552	site5998	15.4194	-	2.69e-06
chr1	199913131	199913350	site5999	14.8065	+	3.88e-06
chr1	199954785	199955004	site6000	14.129	+	5.72e-06
chr1	200031946	200032165	site6001	13.7903	-	6.92e-06
chr1	200072888	200073107	site6002	13.1935	+	9.59e-06
chr1	200139727	200139946	site6003	15	+	3.46e-06
chr1	200197764	200197983	site6004	13.4355	-	8.41e-06
chr1	200279868	200280087	site6005	19.2097	+	1.97e-07
chr1	200329683	200329902	site6006	14.0968	+	5.83e-06
chr1	200366267	200366486	site6007	14.0161	+	6.1e-06
chr1	200483836	200484055	site6008	13.2097	-	9.51e-06
chr1	200488769	200488988	site6009	15.0968	-	3.27e-06
chr1	200510207	200510426	site6010	22.6774	-	7.23e-09
chr1	200558939	200559158	site6011	16.0645	+	1.8e-06
chr1	200614023	200614242	site6012	14.2581	+	5.32e-06
chr1	200622366	200622585	site6013	14.2258	+	5.42e-06
chr1	200629732	200629951	site6014	14.7419	+	4.03e-06
chr1	200634536	200634755	site6015	13.6129	+	7.63e-06
chr1	200802968	200803187	site6016	19.4677	-	1.6e-07
chr1	200838053	200838272	site6017	18.2258	-	4.15e-07
chr1	200873768	200873987	site6018	13.8871	-	6.56e-06
chr1	200888272	200888491	site6019	13.3387	+	8.86e-06
chr1	200890869	200891088	site6020	15.1935	+	3.08e-06
chr1	200895179	200895398	site6021	13.5	+	8.12e-06
chr1	200920302	200920521	site6022	13.871	-	6.62e-06
chr1	200970088	200970307	site6023	14.4516	-	4.76e-06
chr1	200972025	200972244	site6024	16.7097	+	1.19e-06
chr1	200979656	200979875	site6025	21.3871	+	2.88e-08
chr1	200984600	200984819	site6026	13.5484	+	7.91e-06
chr1	200990196	200990415	site6027	14.2258	-	5.42e-06
chr1	200998634	200998853	site6028	13.3871	+	8.64e-06
chr1	201025816	201026035	site6029	15.9194	+	1.98e-06
chr1	201042983	201043202	site6030	20.0806	-	9.56e-08
chr1	201062703	201062922	site6031	13.3387	-	8.86e-06
chr1	201080217	201080436	site6032	15.1935	+	3.08e-06
chr1	201085982	201086201	site6033	19.7581	+	1.26e-07
chr1	201141218	201141437	site6034	14.6774	-	4.18e-06
chr1	201149479	201149698	site6035	15.5645	+	2.46e-06
chr1	201170709	201170928	site6036	13.4516	-	8.34e-06
chr1	201184802	201185021	site6037	13.7903	+	6.92e-06
chr1	201214512	201214731	site6038	14.371	+	4.99e-06
chr1	201254624	201254843	site6039	24.1129	+	8.44e-10
chr1	201258916	201259135	site6040	13.7419	-	7.11e-06
chr1	201297166	201297385	site6041	15.629	-	2.37e-06
chr1	201308774	201308993	site6042	16.6613	+	1.23e-06
chr1	201332991	201333210	site6043	13.5	+	8.12e-06
chr1	201346460	201346679	site6044	13.8548	-	6.68e-06
chr1	201346676	201346895	site6045	16.9839	-	9.9e-07
chr1	201355074	201355293	site6046	13.1452	-	9.84e-06
chr1	201361713	201361932	site6047	17.9355	-	5.12e-07
chr1	201375260	201375479	site6048	13.6613	-	7.43e-06
chr1	201385368	201385587	site6049	14.129	+	5.72e-06
chr1	201408279	201408498	site6050	18.6935	-	2.94e-07
chr1	201421080	201421299	site6051	13.7419	+	7.11e-06
chr1	201424579	201424798	site6052	14.3065	+	5.18e-06
chr1	201435753	201435972	site6053	16.871	+	1.07e-06
chr1	201448168	201448387	site6054	21.1774	+	3.55e-08
chr1	201455813	201456032	site6055	17.2742	+	8.13e-07
chr1	201481803	201482022	site6056	13.7742	-	6.98e-06
chr1	201482138	201482357	site6057	20.1935	+	8.67e-08
chr1	201513012	201513231	site6058	16.1129	-	1.75e-06
chr1	201513058	201513277	site6059	16.4032	-	1.45e-06
chr1	201520343	201520562	site6060	16.9194	-	1.03e-06
chr1	201530823	201531042	site6061	16.5	+	1.36e-06
chr1	201559724	201559943	site6062	17.3871	+	7.52e-07
chr1	201704271	201704490	site6063	19.8065	-	1.21e-07
chr1	201709549	201709768	site6064	18.4677	+	3.48e-07
chr1	201719444	201719663	site6065	13.2742	-	9.18e-06
chr1	201793105	201793324	site6066	15.3871	-	2.74e-06
chr1	201828941	201829160	site6067	14.4355	+	4.81e-06
chr1	201876227	201876446	site6068	18.2742	-	4.01e-07
chr1	201895968	201896187	site6069	16.2742	+	1.58e-06
chr1	201896822	201897041	site6070	13.3871	-	8.64e-06
chr1	201999705	201999924	site6071	17.0806	+	9.27e-07
chr1	202009610	202009829	site6072	22.8548	+	5.82e-09
chr1	202046138	202046357	site6073	14.0161	-	6.1e-06
chr1	202067628	202067847	site6074	15.7419	+	2.21e-06
chr1	202084801	202085020	site6075	15.129	+	3.2e-06
chr1	202091107	202091326	site6076	15.7903	-	2.14e-06
chr1	202119030	202119249	site6077	19.1613	-	2.05e-07
chr1	202122683	202122902	site6078	17.0484	+	9.48e-07
chr1	202126453	202126672	site6079	15.0484	+	3.36e-06
chr1	202129250	202129469	site6080	13.2581	-	9.26e-06
chr1	202135251	202135470	site6081	14.5484	-	4.5e-06
chr1	202148482	202148701	site6082	13.629	+	7.57e-06
chr1	202159398	202159617	site6083	13.8548	+	6.68e-06
chr1	202160611	202160830	site6084	17.1613	+	8.78e-07
chr1	202165566	202165785	site6085	16.2581	-	1.59e-06
chr1	202170770	202170989	site6086	16.2258	-	1.63e-06
chr1	202171569	202171788	site6087	13.7742	-	6.98e-06
chr1	202177550	202177769	site6088	13.7258	-	7.17e-06
chr1	202183740	202183959	site6089	13.1613	+	9.76e-06
chr1	202184750	202184969	site6090	20.2581	+	8.18e-08
chr1	202188995	202189214	site6091	23.6452	+	1.92e-09
chr1	202192899	202193118	site6092	21.1129	+	3.76e-08
chr1	202205904	202206123	site6093	19.1129	+	2.13e-07
chr1	202211719	202211938	site6094	16.8387	-	1.09e-06
chr1	202222536	202222755	site6095	13.871	+	6.62e-06
chr1	202274700	202274919	site6096	21.9516	+	1.64e-08
chr1	202311678	202311897	site6097	15.7742	-	2.16e-06
chr1	202319032	202319251	site6098	14.4516	+	4.76e-06
chr1	202384176	202384395	site6099	13.5968	+	7.7e-06
chr1	202398294	202398513	site6100	13.5161	-	8.05e-06
chr1	202446957	202447176	site6101	13.4516	-	8.34e-06
chr1	202490781	202491000	site6102	13.629	-	7.57e-06
chr1	202501367	202501586	site6103	16.4355	+	1.42e-06
chr1	202571818	202572037	site6104	14.4677	-	4.72e-06
chr1	202591256	202591475	site6105	13.4516	-	8.34e-06
chr1	202614483	202614702	site6106	15.9032	-	2e-06
chr1	202625496	202625715	site6107	19.6129	-	1.42e-07
chr1	202631988	202632207	site6108	14.5806	+	4.42e-06
chr1	202650228	202650447	site6109	18.2419	-	4.1e-07
chr1	202656159	202656378	site6110	15.3871	-	2.74e-06
chr1	202660060	202660279	site6111	15	+	3.46e-06
chr1	202661043	202661262	site6112	14.1613	-	5.62e-06
chr1	202661228	202661447	site6113	17.5645	-	6.65e-07
chr1	202699414	202699633	site6114	13.9032	-	6.5e-06
chr1	202722060	202722279	site6115	17.8226	-	5.55e-07
chr1	202796053	202796272	site6116	17.5161	-	6.88e-07
chr1	202836326	202836545	site6117	13.629	+	7.57e-06
chr1	202852371	202852590	site6118	17.371	-	7.61e-07
chr1	202926770	202926989	site6119	15.7258	+	2.23e-06
chr1	202969061	202969280	site6120	16.6452	-	1.24e-06
chr1	202999329	202999548	site6121	17.4677	-	7.11e-07
chr1	203031570	203031789	site6122	13.8548	+	6.68e-06
chr1	203035080	203035299	site6123	16.0806	-	1.79e-06
chr1	203039396	203039615	site6124	21.9194	+	1.7e-08
chr1	203049250	203049469	site6125	13.8548	-	6.68e-06
chr1	203054929	203055148	site6126	14.1452	+	5.67e-06
chr1	203055269	203055488	site6127	17.2742	-	8.13e-07
chr1	203056653	203056872	site6128	19.0806	-	2.18e-07
chr1	203079125	203079344	site6129	13.4194	+	8.48e-06
chr1	203083535	203083754	site6130	14.2581	+	5.32e-06
chr1	203084586	203084805	site6131	14.7581	+	3.99e-06
chr1	203116044	203116263	site6132	16.6613	-	1.23e-06
chr1	203117885	203118104	site6133	13.5	+	8.12e-06
chr1	203123287	203123506	site6134	13.5323	-	7.98e-06
chr1	203172284	203172503	site6135	15.0484	-	3.36e-06
chr1	203177120	203177339	site6136	15.7258	+	2.23e-06
chr1	203181021	203181240	site6137	13.4677	-	8.26e-06
chr1	203183018	203183237	site6138	14.0323	-	6.05e-06
chr1	203199428	203199647	site6139	13.129	+	9.93e-06
chr1	203216275	203216494	site6140	19.4355	-	1.64e-07
chr1	203217827	203218046	site6141	14.3387	-	5.08e-06
chr1	203267337	203267556	site6142	16.0806	+	1.79e-06
chr1	203269143	203269362	site6143	18.129	-	4.46e-07
chr1	203273137	203273356	site6144	18.6774	+	2.97e-07
chr1	203286308	203286527	site6145	13.4355	-	8.41e-06
chr1	203306653	203306872	site6146	13.371	+	8.71e-06
chr1	203313460	203313679	site6147	14.6452	-	4.26e-06
chr1	203338497	203338716	site6148	17.0161	-	9.69e-07
chr1	203340139	203340358	site6149	20.9355	+	4.44e-08
chr1	203364598	203364817	site6150	13.5645	-	7.84e-06
