#chr	start	stop	name	score	strand	p.value
chr4	98665062	98665273	site3110	15.1273	-	4.53e-06
chr4	99302566	99302777	site3111	14.6182	+	7.63e-06
chr4	99894498	99894709	site3112	15.1273	-	4.53e-06
chr4	99894499	99894710	site3113	16.7455	+	1.43e-06
chr4	101949959	101950170	site3114	14.7273	-	6.44e-06
chr4	101949960	101950171	site3115	16.7273	+	1.67e-06
chr4	102070238	102070449	site3116	15.2364	+	3.58e-06
chr4	102344616	102344827	site3117	14.5273	-	8.11e-06
chr4	102344617	102344828	site3118	14.4364	+	8.58e-06
chr4	102868917	102869128	site3119	16.7455	-	1.43e-06
chr4	102868918	102869129	site3120	14.6182	+	7.63e-06
chr4	103547813	103548024	site3121	15.2364	+	3.58e-06
chr4	105208528	105208739	site3122	15.2364	+	3.58e-06
chr4	105895260	105895471	site3123	15.7455	-	2.15e-06
chr4	105895261	105895472	site3124	14.7273	+	6.44e-06
chr4	105996879	105997090	site3125	14.3091	+	9.3e-06
chr4	106342944	106343155	site3126	14.3091	-	9.3e-06
chr4	107720349	107720560	site3127	14.9273	-	5.48e-06
chr4	107720350	107720561	site3128	14.9273	+	5.48e-06
chr4	107780753	107780964	site3129	15.1273	-	4.53e-06
chr4	108173234	108173445	site3130	18.2364	+	2.38e-07
chr4	108594373	108594584	site3131	14.3091	-	9.3e-06
chr4	108650467	108650678	site3132	16.7273	-	1.67e-06
chr4	108650468	108650679	site3133	14.7273	+	6.44e-06
chr4	108743014	108743225	site3134	14.9636	-	5.25e-06
chr4	108762612	108762823	site3135	14.3091	-	9.3e-06
chr4	109729967	109730178	site3136	15.1273	-	4.53e-06
chr4	109729968	109730179	site3137	16.7455	+	1.43e-06
chr4	110630563	110630774	site3138	17.7273	+	7.15e-07
chr4	110631981	110632192	site3139	14.5455	+	7.87e-06
chr4	112637291	112637502	site3140	17.2364	-	1.19e-06
chr4	112637292	112637503	site3141	14.7273	+	6.44e-06
chr4	113979528	113979739	site3142	16.7455	-	1.43e-06
chr4	115803081	115803292	site3143	17.4182	-	9.54e-07
chr4	115803082	115803293	site3144	17.9273	+	4.77e-07
chr4	117085470	117085681	site3145	15.2364	+	3.58e-06
chr4	117863014	117863225	site3146	14.3091	+	9.3e-06
chr4	118265482	118265693	site3147	15.1455	+	3.81e-06
chr4	118278434	118278645	site3148	15.3273	-	3.34e-06
chr4	118836078	118836289	site3149	14.9636	+	5.25e-06
chr4	118836083	118836294	site3150	17.2364	-	1.19e-06
chr4	118836084	118836295	site3151	14.7273	+	6.44e-06
chr4	119212552	119212763	site3152	15.2364	-	3.58e-06
chr4	119300530	119300741	site3153	14.9636	+	5.25e-06
chr4	119300591	119300802	site3154	17.7273	-	7.15e-07
chr4	119627614	119627825	site3155	15.1273	-	4.53e-06
chr4	120066754	120066965	site3156	18.2364	-	2.38e-07
chr4	120066755	120066966	site3157	14.6182	+	7.63e-06
chr4	120066848	120067059	site3158	17.7273	-	7.15e-07
chr4	120066849	120067060	site3159	15.1273	+	4.53e-06
chr4	120295145	120295356	site3160	14.7273	-	6.44e-06
chr4	120818140	120818351	site3161	14.7273	-	6.44e-06
chr4	120818141	120818352	site3162	16.7273	+	1.67e-06
chr4	121764768	121764979	site3163	15.0364	+	5.01e-06
chr4	121823963	121824174	site3164	15.1273	+	4.53e-06
chr4	122379306	122379517	site3165	14.1636	-	9.78e-06
chr4	123047808	123048019	site3166	15.5455	-	2.86e-06
chr4	123537843	123538054	site3167	15.0364	-	5.01e-06
chr4	124462782	124462993	site3168	14.3091	-	9.3e-06
chr4	124938061	124938272	site3169	15.2364	-	3.58e-06
chr4	127312027	127312238	site3170	17.4182	-	9.54e-07
chr4	127312028	127312239	site3171	17.4182	+	9.54e-07
chr4	127470579	127470790	site3172	15.5455	+	2.86e-06
chr4	127623812	127624023	site3173	17.4182	-	9.54e-07
chr4	127623819	127624030	site3174	14.1636	+	9.78e-06
chr4	127730176	127730387	site3175	15.6364	-	2.62e-06
chr4	127730269	127730480	site3176	18.2364	+	2.38e-07
chr4	127782172	127782383	site3177	17.7273	-	7.15e-07
chr4	127782173	127782384	site3178	15.1273	+	4.53e-06
chr4	127880739	127880950	site3179	17.4182	-	9.54e-07
chr4	127880740	127880951	site3180	17.4182	+	9.54e-07
chr4	127965129	127965340	site3181	14.7273	-	6.44e-06
chr4	127965130	127965341	site3182	17.2364	+	1.19e-06
chr4	127965876	127966087	site3183	16.7455	+	1.43e-06
chr4	128288030	128288241	site3184	16.7273	+	1.67e-06
chr4	128288116	128288327	site3185	14.7273	-	6.44e-06
chr4	128288117	128288328	site3186	15.7455	+	2.15e-06
chr4	128784767	128784978	site3187	14.4545	+	8.34e-06
chr4	131724943	131725154	site3188	17.9273	-	4.77e-07
chr4	131724944	131725155	site3189	17.4182	+	9.54e-07
chr4	131727449	131727660	site3190	17.9273	-	4.77e-07
chr4	131727450	131727661	site3191	17.4182	+	9.54e-07
chr4	131729933	131730144	site3192	17.9273	-	4.77e-07
chr4	131729934	131730145	site3193	17.4182	+	9.54e-07
chr4	131732427	131732638	site3194	17.9273	-	4.77e-07
chr4	131732428	131732639	site3195	17.4182	+	9.54e-07
chr4	131734915	131735126	site3196	15.6545	-	2.38e-06
chr4	131737403	131737614	site3197	17.9273	-	4.77e-07
chr4	131737404	131737615	site3198	17.4182	+	9.54e-07
chr4	131739898	131740109	site3199	17.9273	-	4.77e-07
chr4	131739899	131740110	site3200	17.4182	+	9.54e-07
chr4	131742381	131742592	site3201	17.9273	-	4.77e-07
chr4	131742382	131742593	site3202	17.4182	+	9.54e-07
chr4	131744878	131745089	site3203	17.9273	-	4.77e-07
chr4	131744879	131745090	site3204	17.4182	+	9.54e-07
chr4	131747351	131747562	site3205	17.9273	-	4.77e-07
chr4	131747352	131747563	site3206	17.4182	+	9.54e-07
chr4	131749819	131750030	site3207	17.9273	-	4.77e-07
chr4	131749820	131750031	site3208	17.4182	+	9.54e-07
chr4	131752314	131752525	site3209	17.9273	-	4.77e-07
chr4	131752315	131752526	site3210	17.4182	+	9.54e-07
chr4	131754786	131754997	site3211	17.9273	-	4.77e-07
chr4	131754787	131754998	site3212	17.4182	+	9.54e-07
chr4	131757269	131757480	site3213	17.9273	-	4.77e-07
chr4	131757270	131757481	site3214	17.4182	+	9.54e-07
chr4	131759741	131759952	site3215	17.9273	-	4.77e-07
chr4	131759742	131759953	site3216	17.4182	+	9.54e-07
chr4	131762224	131762435	site3217	17.9273	-	4.77e-07
chr4	131762225	131762436	site3218	17.4182	+	9.54e-07
chr4	131764701	131764912	site3219	14.7273	+	6.44e-06
chr4	131976095	131976306	site3220	17.4182	-	9.54e-07
chr4	131976096	131976307	site3221	17.9273	+	4.77e-07
chr4	132777831	132778042	site3222	14.6182	-	7.63e-06
chr4	134957153	134957364	site3223	15.5455	+	2.86e-06
chr4	135915091	135915302	site3224	15.3273	+	3.34e-06
chr4	137898589	137898800	site3225	14.3091	-	9.3e-06
chr4	138560570	138560781	site3226	17.9273	-	4.77e-07
chr4	138560571	138560782	site3227	17.4182	+	9.54e-07
chr4	139453945	139454156	site3228	18.2364	-	2.38e-07
chr4	139453946	139454157	site3229	14.6182	+	7.63e-06
chr4	139734914	139735125	site3230	14.4364	-	8.58e-06
chr4	140053986	140054197	site3231	14.6182	-	7.63e-06
chr4	140154412	140154623	site3232	14.2182	-	9.54e-06
chr4	140154413	140154624	site3233	16.7273	+	1.67e-06
chr4	140344717	140344928	site3234	15.2364	+	3.58e-06
chr4	140373437	140373648	site3235	15.6364	-	2.62e-06
chr4	140427551	140427762	site3236	14.2182	-	9.54e-06
chr4	140427552	140427763	site3237	16.7273	+	1.67e-06
chr4	140588998	140589209	site3238	14.3091	+	9.3e-06
chr4	140910632	140910843	site3239	15.2364	+	3.58e-06
chr4	141132846	141133057	site3240	14.6182	-	7.63e-06
chr4	141683273	141683484	site3241	14.9636	+	5.25e-06
chr4	143184338	143184549	site3242	15.1455	-	3.81e-06
chr4	143513315	143513526	site3243	17.9273	-	4.77e-07
chr4	143513316	143513527	site3244	17.4182	+	9.54e-07
chr4	145856871	145857082	site3245	16.7273	-	1.67e-06
chr4	145856872	145857083	site3246	14.7273	+	6.44e-06
chr4	146243994	146244205	site3247	14.6545	-	6.68e-06
chr4	146327952	146328163	site3248	14.3091	+	9.3e-06
chr4	146445819	146446030	site3249	17.2364	-	1.19e-06
chr4	146445820	146446031	site3250	14.2182	+	9.54e-06
chr4	148904058	148904269	site3251	14.6545	-	6.68e-06
chr4	149664802	149665013	site3252	14.3091	-	9.3e-06
chr4	149672373	149672584	site3253	15.3273	+	3.34e-06
chr4	150078117	150078328	site3254	14.9273	-	5.48e-06
chr4	150257689	150257900	site3255	14.3091	+	9.3e-06
chr4	151015640	151015851	site3256	14.7273	-	6.44e-06
chr4	151015641	151015852	site3257	16.7273	+	1.67e-06
chr4	151409260	151409471	site3258	15.1273	-	4.53e-06
chr4	151808751	151808962	site3259	18.2364	+	2.38e-07
chr4	152936746	152936957	site3260	15.1273	-	4.53e-06
chr4	152975890	152976101	site3261	15.2364	+	3.58e-06
chr4	153344625	153344836	site3262	14.4364	-	8.58e-06
chr4	153577101	153577312	site3263	15.2364	+	3.58e-06
chr4	154492002	154492213	site3264	14.4545	-	8.34e-06
chr4	154550332	154550543	site3265	17.2364	-	1.19e-06
chr4	154550333	154550544	site3266	14.2182	+	9.54e-06
chr4	155214075	155214286	site3267	15.2364	+	3.58e-06
chr4	155996962	155997173	site3268	14.8182	-	5.96e-06
chr4	157220487	157220698	site3269	16.7273	-	1.67e-06
chr4	157220488	157220699	site3270	14.2182	+	9.54e-06
chr4	157222775	157222986	site3271	15.1273	-	4.53e-06
chr4	158210437	158210648	site3272	14.9273	-	5.48e-06
chr4	158672160	158672371	site3273	15.4364	+	3.1e-06
chr4	159103558	159103769	site3274	15.1273	+	4.53e-06
chr4	162283619	162283830	site3275	16.4364	-	1.91e-06
chr4	162283620	162283831	site3276	17.9273	+	4.77e-07
chr4	162707412	162707623	site3277	14.3091	-	9.3e-06
chr4	163166305	163166516	site3278	15.0364	+	5.01e-06
chr4	163166310	163166521	site3279	15.0364	-	5.01e-06
chr4	164977593	164977804	site3280	15.2364	-	3.58e-06
chr4	165799636	165799847	site3281	15.1273	-	4.53e-06
chr4	167403003	167403214	site3282	17.4182	-	9.54e-07
chr4	167403004	167403215	site3283	17.9273	+	4.77e-07
chr4	168141821	168142032	site3284	15.3273	-	3.34e-06
chr4	168794320	168794531	site3285	14.8182	+	5.96e-06
chr4	169010337	169010548	site3286	16.7455	-	1.43e-06
chr4	169010338	169010549	site3287	14.6182	+	7.63e-06
chr4	169035720	169035931	site3288	14.7273	-	6.44e-06
chr4	169867196	169867407	site3289	14.6182	-	7.63e-06
chr4	170659794	170660005	site3290	15.3273	-	3.34e-06
chr4	170743714	170743925	site3291	15.2364	-	3.58e-06
chr4	171298195	171298406	site3292	14.6182	+	7.63e-06
chr4	171673968	171674179	site3293	15.2364	+	3.58e-06
chr4	171953112	171953323	site3294	17.9273	-	4.77e-07
chr4	171953113	171953324	site3295	17.9273	+	4.77e-07
chr4	173177953	173178164	site3296	16.7273	-	1.67e-06
chr4	173177954	173178165	site3297	14.2182	+	9.54e-06
chr4	173177959	173178170	site3298	14.2182	-	9.54e-06
chr4	173177960	173178171	site3299	17.2364	+	1.19e-06
chr4	173369847	173370058	site3300	16.7273	-	1.67e-06
chr4	173370781	173370992	site3301	15.6545	+	2.38e-06
chr4	174283905	174284116	site3302	16.7455	-	1.43e-06
chr4	175302913	175303124	site3303	14.6182	-	7.63e-06
chr4	176142919	176143130	site3304	14.3091	-	9.3e-06
chr4	176195567	176195778	site3305	18.2364	+	2.38e-07
chr4	176195572	176195783	site3306	15.6545	-	2.38e-06
chr4	177309669	177309880	site3307	16.4364	+	1.91e-06
chr4	177310180	177310391	site3308	14.6182	-	7.63e-06
chr4	177310181	177310392	site3309	18.2364	+	2.38e-07
chr4	179433585	179433796	site3310	15.2364	-	3.58e-06
chr4	180339467	180339678	site3311	15.3273	+	3.34e-06
chr4	182144405	182144616	site3312	14.5273	-	8.11e-06
chr4	182800064	182800275	site3313	16.7273	+	1.67e-06
chr4	183113418	183113629	site3314	14.2182	-	9.54e-06
chr4	183113419	183113630	site3315	16.7273	+	1.67e-06
chr4	183504621	183504832	site3316	18.2364	-	2.38e-07
chr4	183504622	183504833	site3317	15.1273	+	4.53e-06
chr4	183643193	183643404	site3318	14.3091	+	9.3e-06
chr4	183721370	183721581	site3319	16.7455	+	1.43e-06
chr4	184428936	184429147	site3320	16.4364	-	1.91e-06
chr4	184428937	184429148	site3321	17.9273	+	4.77e-07
chr4	184470451	184470662	site3322	15.6364	+	2.62e-06
chr4	184537554	184537765	site3323	16.7455	-	1.43e-06
chr4	184537555	184537766	site3324	15.1273	+	4.53e-06
chr4	184734044	184734255	site3325	14.2182	-	9.54e-06
chr4	184734045	184734256	site3326	17.2364	+	1.19e-06
chr4	184881678	184881889	site3327	14.3091	+	9.3e-06
chr4	185019779	185019990	site3328	16.7455	+	1.43e-06
chr4	185053504	185053715	site3329	15.0364	+	5.01e-06
chr4	185210321	185210532	site3330	14.5273	+	8.11e-06
chr4	185396441	185396652	site3331	17.2364	-	1.19e-06
chr4	185396442	185396653	site3332	14.2182	+	9.54e-06
chr4	185652207	185652418	site3333	15.0364	-	5.01e-06
chr4	185716698	185716909	site3334	14.9636	-	5.25e-06
chr4	186144723	186144934	site3335	14.9273	+	5.48e-06
chr4	186905485	186905696	site3336	14.3091	-	9.3e-06
chr4	186944956	186945167	site3337	14.6182	+	7.63e-06
chr4	187157457	187157668	site3338	14.7273	+	6.44e-06
chr4	187157475	187157686	site3339	15.2364	+	3.58e-06
chr4	187184692	187184903	site3340	14.6182	-	7.63e-06
chr4	187868806	187869017	site3341	14.3091	-	9.3e-06
chr4	187995355	187995566	site3342	14.8182	+	5.96e-06
chr4	188112354	188112565	site3343	14.3091	+	9.3e-06
chr4	188619512	188619723	site3344	14.6545	+	6.68e-06
chr4	188659140	188659351	site3345	14.6182	-	7.63e-06
chr4	189808063	189808274	site3346	17.9273	+	4.77e-07
chr4	190015378	190015589	site3347	16.7455	-	1.43e-06
chr4	190015379	190015590	site3348	14.6182	+	7.63e-06
chr4	190019775	190019986	site3349	14.2182	-	9.54e-06
chr4	190019776	190019987	site3350	15.7455	+	2.15e-06
chr4	190021068	190021279	site3351	17.9273	-	4.77e-07
chr4	190021069	190021280	site3352	17.9273	+	4.77e-07
chr4	190022089	190022300	site3353	15.0364	-	5.01e-06
chr4	190053988	190054199	site3354	15.2364	-	3.58e-06
chr4	190066064	190066275	site3355	17.2364	-	1.19e-06
chr4	190066065	190066276	site3356	14.2182	+	9.54e-06
chr4	190068299	190068510	site3357	15.0364	+	5.01e-06
chr4	190069358	190069569	site3358	17.2364	-	1.19e-06
chr4	190069359	190069570	site3359	14.2182	+	9.54e-06
chr4	190071596	190071807	site3360	15.0364	+	5.01e-06
chr4	190072655	190072866	site3361	17.2364	-	1.19e-06
chr4	190072656	190072867	site3362	14.2182	+	9.54e-06
chr4	190074889	190075100	site3363	15.0364	+	5.01e-06
chr4	190075948	190076159	site3364	17.2364	-	1.19e-06
chr4	190075949	190076160	site3365	14.2182	+	9.54e-06
chr4	190078182	190078393	site3366	15.0364	+	5.01e-06
chr4	190079241	190079452	site3367	17.2364	-	1.19e-06
chr4	190079242	190079453	site3368	14.2182	+	9.54e-06
chr4	190081482	190081693	site3369	15.0364	+	5.01e-06
chr4	190082535	190082746	site3370	17.2364	-	1.19e-06
chr4	190082536	190082747	site3371	14.2182	+	9.54e-06
chr4	190084776	190084987	site3372	15.0364	+	5.01e-06
chr4	190085835	190086046	site3373	17.2364	-	1.19e-06
chr4	190085836	190086047	site3374	14.2182	+	9.54e-06
chr4	190088069	190088280	site3375	15.0364	+	5.01e-06
chr4	190089128	190089339	site3376	17.2364	-	1.19e-06
chr4	190089129	190089340	site3377	14.2182	+	9.54e-06
chr4	190091369	190091580	site3378	15.0364	+	5.01e-06
chr4	190092428	190092639	site3379	17.2364	-	1.19e-06
chr4	190092429	190092640	site3380	14.2182	+	9.54e-06
chr4	190120804	190121015	site3381	15.1273	-	4.53e-06
chr4	190120805	190121016	site3382	16.7455	+	1.43e-06
chr4	190120851	190121062	site3383	14.6182	-	7.63e-06
chr4	190120852	190121063	site3384	16.7455	+	1.43e-06
chr4	190120888	190121099	site3385	14.6182	-	7.63e-06
chr4	190120889	190121100	site3386	16.7455	+	1.43e-06
chr4	190121008	190121219	site3387	15.1273	-	4.53e-06
chr4	190121009	190121220	site3388	16.7455	+	1.43e-06
chr4	190121026	190121237	site3389	15.4364	-	3.1e-06
chr4	190121055	190121266	site3390	15.1273	-	4.53e-06
chr4	190121056	190121267	site3391	16.7455	+	1.43e-06
chr4	190121238	190121449	site3392	15.1273	-	4.53e-06
chr4	190121239	190121450	site3393	16.7455	+	1.43e-06
chr4	190121275	190121486	site3394	15.1273	-	4.53e-06
chr4	190121276	190121487	site3395	16.7455	+	1.43e-06
chr4	190121323	190121534	site3396	15.1273	-	4.53e-06
chr4	190121324	190121535	site3397	16.7455	+	1.43e-06
chr4	190121416	190121627	site3398	15.1273	-	4.53e-06
chr4	190121417	190121628	site3399	16.7455	+	1.43e-06
chr4	190121493	190121704	site3400	15.1273	-	4.53e-06
chr4	190121494	190121705	site3401	16.7455	+	1.43e-06
chr4	190121522	190121733	site3402	15.1273	-	4.53e-06
chr4	190121523	190121734	site3403	17.7273	+	7.15e-07
chr4	190121551	190121762	site3404	15.1273	-	4.53e-06
chr4	190121552	190121763	site3405	16.7455	+	1.43e-06
chr4	190121580	190121791	site3406	15.1273	-	4.53e-06
chr4	190121581	190121792	site3407	16.7455	+	1.43e-06
chr4	190121609	190121820	site3408	15.1273	-	4.53e-06
chr4	190121610	190121821	site3409	16.7455	+	1.43e-06
chr4	190121638	190121849	site3410	15.1273	-	4.53e-06
chr4	190121639	190121850	site3411	16.7455	+	1.43e-06
chr4	190121667	190121878	site3412	15.1273	-	4.53e-06
chr4	190121668	190121879	site3413	16.7455	+	1.43e-06
chr4	190121696	190121907	site3414	15.1273	-	4.53e-06
chr4	190121697	190121908	site3415	16.7455	+	1.43e-06
chr4	190121774	190121985	site3416	15.1273	-	4.53e-06
chr4	190121775	190121986	site3417	16.7455	+	1.43e-06
chr4	190121803	190122014	site3418	15.1273	-	4.53e-06
chr4	190121804	190122015	site3419	17.7273	+	7.15e-07
chr4	190122039	190122250	site3420	15.1273	-	4.53e-06
chr4	190174138	190174349	site3421	15.0364	+	5.01e-06
chr4	190175197	190175408	site3422	17.2364	-	1.19e-06
chr4	190175198	190175409	site3423	14.2182	+	9.54e-06
chr4	190203554	190203765	site3424	15.1273	-	4.53e-06
chr4	190203555	190203766	site3425	16.7455	+	1.43e-06
chr4	190203666	190203877	site3426	15.1273	-	4.53e-06
chr4	190203667	190203878	site3427	16.7455	+	1.43e-06
chr4	190203672	190203883	site3428	15.4364	-	3.1e-06
chr4	190203673	190203884	site3429	14.9273	+	5.48e-06
chr4	190203695	190203906	site3430	15.1273	-	4.53e-06
chr4	190203696	190203907	site3431	16.7455	+	1.43e-06
chr4	190203701	190203912	site3432	15.4364	-	3.1e-06
chr4	190203702	190203913	site3433	14.9273	+	5.48e-06
chr4	190203724	190203935	site3434	15.1273	-	4.53e-06
chr4	190203725	190203936	site3435	16.7455	+	1.43e-06
chr4	190203730	190203941	site3436	15.4364	-	3.1e-06
chr4	190203753	190203964	site3437	15.1273	-	4.53e-06
chr4	190203754	190203965	site3438	16.7455	+	1.43e-06
chr4	190203759	190203970	site3439	15.4364	-	3.1e-06
chr4	190203782	190203993	site3440	15.1273	-	4.53e-06
chr4	190203783	190203994	site3441	16.7455	+	1.43e-06
chr4	190203788	190203999	site3442	15.4364	-	3.1e-06
chr4	190203811	190204022	site3443	15.1273	-	4.53e-06
chr4	190203812	190204023	site3444	16.7455	+	1.43e-06
chr4	190203817	190204028	site3445	15.4364	-	3.1e-06
chr4	190203840	190204051	site3446	15.1273	-	4.53e-06
chr4	190203841	190204052	site3447	16.7455	+	1.43e-06
chr4	190203846	190204057	site3448	15.4364	-	3.1e-06
chr4	190203869	190204080	site3449	15.1273	-	4.53e-06
chr4	190203870	190204081	site3450	16.7455	+	1.43e-06
chr4	190203875	190204086	site3451	15.4364	-	3.1e-06
chr4	190203876	190204087	site3452	14.9273	+	5.48e-06
chr5	12542	12753	site3477	14.9273	-	5.48e-06
chr5	12543	12754	site3478	15.4364	+	3.1e-06
chr5	12548	12759	site3479	16.7455	-	1.43e-06
chr5	12549	12760	site3480	15.1273	+	4.53e-06
chr5	12571	12782	site3481	14.9273	-	5.48e-06
chr5	12572	12783	site3482	15.4364	+	3.1e-06
chr5	12577	12788	site3483	16.7455	-	1.43e-06
chr5	12578	12789	site3484	15.1273	+	4.53e-06
chr5	12600	12811	site3485	14.9273	-	5.48e-06
chr5	12601	12812	site3486	15.4364	+	3.1e-06
chr5	12606	12817	site3487	16.7455	-	1.43e-06
chr5	12607	12818	site3488	15.1273	+	4.53e-06
chr5	12629	12840	site3489	14.9273	-	5.48e-06
chr5	12630	12841	site3490	15.4364	+	3.1e-06
chr5	12635	12846	site3491	16.7455	-	1.43e-06
chr5	12636	12847	site3492	15.1273	+	4.53e-06
chr5	12658	12869	site3493	14.9273	-	5.48e-06
chr5	12659	12870	site3494	15.4364	+	3.1e-06
chr5	12664	12875	site3495	16.7455	-	1.43e-06
chr5	12665	12876	site3496	15.1273	+	4.53e-06
chr5	12687	12898	site3497	14.9273	-	5.48e-06
chr5	12688	12899	site3498	15.4364	+	3.1e-06
chr5	12693	12904	site3499	16.7455	-	1.43e-06
chr5	12694	12905	site3500	15.1273	+	4.53e-06
chr5	12716	12927	site3501	14.9273	-	5.48e-06
chr5	12717	12928	site3502	15.4364	+	3.1e-06
chr5	12722	12933	site3503	16.7455	-	1.43e-06
chr5	12723	12934	site3504	15.1273	+	4.53e-06
chr5	12740	12951	site3505	14.9273	-	5.48e-06
chr5	160093	160304	site3521	14.3091	-	9.3e-06
chr5	218052	218263	site3522	18.2364	-	2.38e-07
chr5	218053	218264	site3523	14.6182	+	7.63e-06
chr5	218101	218312	site3524	18.2364	-	2.38e-07
chr5	218102	218313	site3525	14.6182	+	7.63e-06
chr5	218150	218361	site3526	18.2364	-	2.38e-07
chr5	218151	218362	site3527	14.6182	+	7.63e-06
chr5	218199	218410	site3528	18.2364	-	2.38e-07
chr5	218200	218411	site3529	15.1273	+	4.53e-06
chr5	271353	271564	site3530	14.4545	-	8.34e-06
chr5	373662	373873	site3531	14.5273	+	8.11e-06
chr5	418778	418989	site3532	14.1636	-	9.78e-06
chr5	438701	438912	site3533	15.5455	+	2.86e-06
chr5	452192	452403	site3534	14.3091	+	9.3e-06
chr5	473011	473222	site3535	14.2182	-	9.54e-06
chr5	473012	473223	site3536	17.2364	+	1.19e-06
chr5	473098	473309	site3537	16.7455	-	1.43e-06
chr5	473099	473310	site3538	14.6182	+	7.63e-06
chr5	473125	473336	site3539	18.2364	-	2.38e-07
chr5	494596	494807	site3540	14.6182	+	7.63e-06
chr5	612227	612438	site3541	17.7273	-	7.15e-07
chr5	676795	677006	site3542	16.7273	-	1.67e-06
chr5	676796	677007	site3543	14.2182	+	9.54e-06
chr5	693414	693625	site3544	14.5273	-	8.11e-06
chr5	693415	693626	site3545	14.4364	+	8.58e-06
chr5	784742	784953	site3546	14.7273	+	6.44e-06
chr5	784747	784958	site3547	15.0364	-	5.01e-06
chr5	784748	784959	site3548	14.4364	+	8.58e-06
chr5	1004143	1004354	site3549	17.4182	-	9.54e-07
chr5	1004144	1004355	site3550	16.4364	+	1.91e-06
chr5	1008683	1008894	site3551	14.4364	+	8.58e-06
chr5	1008688	1008899	site3552	15.7455	-	2.15e-06
chr5	1345044	1345255	site3553	16.7273	-	1.67e-06
chr5	1345045	1345256	site3554	14.7273	+	6.44e-06
chr5	1349297	1349508	site3555	14.6545	+	6.68e-06
chr5	1395135	1395346	site3556	14.5273	-	8.11e-06
chr5	1395136	1395347	site3557	14.4364	+	8.58e-06
chr5	1445713	1445924	site3558	14.6182	+	7.63e-06
chr5	1465082	1465293	site3559	14.7273	+	6.44e-06
chr5	1465385	1465596	site3560	17.9273	+	4.77e-07
chr5	1523865	1524076	site3561	17.7273	-	7.15e-07
chr5	1523866	1524077	site3562	14.6182	+	7.63e-06
chr5	1594399	1594610	site3563	15.6364	+	2.62e-06
chr5	1594460	1594671	site3564	14.6182	-	7.63e-06
chr5	1594461	1594672	site3565	18.2364	+	2.38e-07
chr5	1633660	1633871	site3566	14.6182	+	7.63e-06
chr5	1633953	1634164	site3567	14.4545	+	8.34e-06
chr5	1750560	1750771	site3568	14.3091	+	9.3e-06
chr5	1769682	1769893	site3569	14.6545	+	6.68e-06
chr5	1777571	1777782	site3570	14.7273	-	6.44e-06
chr5	1777572	1777783	site3571	17.2364	+	1.19e-06
chr5	1799836	1800047	site3572	18.2364	-	2.38e-07
chr5	1801259	1801470	site3573	15.3273	-	3.34e-06
chr5	1879542	1879753	site3574	14.9273	+	5.48e-06
chr5	1883237	1883448	site3575	14.9636	-	5.25e-06
chr5	1926445	1926656	site3576	14.6182	+	7.63e-06
chr5	1926509	1926720	site3577	14.6182	+	7.63e-06
chr5	2038589	2038800	site3578	17.7273	-	7.15e-07
chr5	2038590	2038801	site3579	15.1273	+	4.53e-06
chr5	2179934	2180145	site3580	14.6182	+	7.63e-06
chr5	2255455	2255666	site3581	15.3273	-	3.34e-06
chr5	2749423	2749634	site3582	14.9273	+	5.48e-06
chr5	2917721	2917932	site3583	15.2364	+	3.58e-06
chr5	3281800	3282011	site3584	14.3091	-	9.3e-06
chr5	3282730	3282941	site3585	14.3091	-	9.3e-06
chr5	3282970	3283181	site3586	14.3091	-	9.3e-06
chr5	3535987	3536198	site3587	17.4182	-	9.54e-07
chr5	3535988	3536199	site3588	17.9273	+	4.77e-07
chr5	3599389	3599600	site3589	14.9273	-	5.48e-06
chr5	4339469	4339680	site3590	14.3091	-	9.3e-06
chr5	4420307	4420518	site3591	15.2364	-	3.58e-06
chr5	4942246	4942457	site3592	14.5273	+	8.11e-06
chr5	6045257	6045468	site3593	15.5455	-	2.86e-06
chr5	6579086	6579297	site3594	14.6182	-	7.63e-06
chr5	6633196	6633407	site3595	14.2182	-	9.54e-06
chr5	6633197	6633408	site3596	17.2364	+	1.19e-06
chr5	6712917	6713128	site3597	17.2364	-	1.19e-06
chr5	6712918	6713129	site3598	14.7273	+	6.44e-06
chr5	6713163	6713374	site3599	17.7273	-	7.15e-07
chr5	6713164	6713375	site3600	14.6182	+	7.63e-06
chr5	6713216	6713427	site3601	14.2182	-	9.54e-06
chr5	6713217	6713428	site3602	17.2364	+	1.19e-06
chr5	7787184	7787395	site3603	15.6364	+	2.62e-06
chr5	8174404	8174615	site3604	14.6545	-	6.68e-06
chr5	8457580	8457791	site3605	15.2364	+	3.58e-06
chr5	9839005	9839216	site3606	15.1273	-	4.53e-06
chr5	10250137	10250348	site3607	14.7273	-	6.44e-06
chr5	10250138	10250349	site3608	17.2364	+	1.19e-06
chr5	10250404	10250615	site3609	15.1273	-	4.53e-06
chr5	10250405	10250616	site3610	17.7273	+	7.15e-07
chr5	10441744	10441955	site3611	14.7273	-	6.44e-06
chr5	10441745	10441956	site3612	16.7273	+	1.67e-06
chr5	10681037	10681248	site3613	15.1273	-	4.53e-06
chr5	10760638	10760849	site3614	15.0364	+	5.01e-06
chr5	11122512	11122723	site3615	14.6182	-	7.63e-06
chr5	11485281	11485492	site3616	14.2182	-	9.54e-06
chr5	11485282	11485493	site3617	16.7273	+	1.67e-06
