motif_id	motif_alt_id	sequence_name	start	stop	strand	score	p-value	q-value	matched_sequence
MA0506.1	NRF1	chr12	34350649	34350659	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	34350650	34350660	+	17.4182	9.54e-07		
MA0506.1	NRF1	chr12	34351809	34351819	-	15.3273	3.34e-06		
MA0506.1	NRF1	chr12	34354429	34354439	+	14.8182	5.96e-06		
MA0506.1	NRF1	chr12	34354955	34354965	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr12	34354956	34354966	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	34356272	34356282	-	15.2364	3.58e-06		
MA0506.1	NRF1	chr12	34356853	34356863	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	34356854	34356864	+	17.4182	9.54e-07		
MA0506.1	NRF1	chr12	34362106	34362116	+	14.8182	5.96e-06		
MA0506.1	NRF1	chr12	34363237	34363247	-	14.8182	5.96e-06		
MA0506.1	NRF1	chr12	34366399	34366409	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	34368260	34368270	+	14.8182	5.96e-06		
MA0506.1	NRF1	chr12	34368446	34368456	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	34368447	34368457	+	16.7455	1.43e-06		
MA0506.1	NRF1	chr12	34374082	34374092	+	14.8182	5.96e-06		
MA0506.1	NRF1	chr12	34376307	34376317	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr12	34377438	34377448	+	15.3273	3.34e-06		
MA0506.1	NRF1	chr12	34379323	34379333	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	34379324	34379334	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	34389777	34389787	-	15.3273	3.34e-06		
MA0506.1	NRF1	chr12	34391844	34391854	-	14.8182	5.96e-06		
MA0506.1	NRF1	chr12	34392030	34392040	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	34399990	34400000	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr12	34401173	34401183	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	34402490	34402500	-	14.8182	5.96e-06		
MA0506.1	NRF1	chr12	34596405	34596415	-	15.5455	2.86e-06		
MA0506.1	NRF1	chr12	37419148	37419158	+	14.6545	6.68e-06		
MA0506.1	NRF1	chr12	37421573	37421583	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	37421574	37421584	+	17.4182	9.54e-07		
MA0506.1	NRF1	chr12	37547812	37547822	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	37547813	37547823	+	17.4182	9.54e-07		
MA0506.1	NRF1	chr12	38338650	38338660	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr12	39442684	39442694	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	39923687	39923697	-	17.2364	1.19e-06		
MA0506.1	NRF1	chr12	39923688	39923698	+	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	40100829	40100839	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	40473982	40473992	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	40707038	40707048	+	15.6545	2.38e-06		
MA0506.1	NRF1	chr12	42144720	42144730	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	42144943	42144953	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr12	42144944	42144954	+	15.4364	3.1e-06		
MA0506.1	NRF1	chr12	42484124	42484134	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	43552147	43552157	-	14.4364	8.58e-06		
MA0506.1	NRF1	chr12	45990908	45990918	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	45990909	45990919	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	46916056	46916066	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	46916057	46916067	+	17.2364	1.19e-06		
MA0506.1	NRF1	chr12	46916062	46916072	-	17.2364	1.19e-06		
MA0506.1	NRF1	chr12	46916063	46916073	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	47833154	47833164	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	47833155	47833165	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	47950102	47950112	-	14.6364	6.91e-06		
MA0506.1	NRF1	chr12	47963539	47963549	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	47963588	47963598	+	17.7273	7.15e-07		
MA0506.1	NRF1	chr12	48001625	48001635	+	15.4364	3.1e-06		
MA0506.1	NRF1	chr12	48106198	48106208	+	17.7273	7.15e-07		
MA0506.1	NRF1	chr12	48157572	48157582	+	18.2364	2.38e-07		
MA0506.1	NRF1	chr12	48157606	48157616	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	48157607	48157617	+	18.2364	2.38e-07		
MA0506.1	NRF1	chr12	48157691	48157701	-	15.0364	5.01e-06		
MA0506.1	NRF1	chr12	48528059	48528069	-	15.2364	3.58e-06		
MA0506.1	NRF1	chr12	48998332	48998342	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	49022751	49022761	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	49070133	49070143	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	49070134	49070144	+	17.2364	1.19e-06		
MA0506.1	NRF1	chr12	49130791	49130801	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	49130849	49130859	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	49130850	49130860	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	49160135	49160145	+	15.2364	3.58e-06		
MA0506.1	NRF1	chr12	49367242	49367252	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr12	49367243	49367253	+	14.9273	5.48e-06		
MA0506.1	NRF1	chr12	49367287	49367297	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	49556006	49556016	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	49567863	49567873	-	15.3273	3.34e-06		
MA0506.1	NRF1	chr12	49567909	49567919	+	15.3273	3.34e-06		
MA0506.1	NRF1	chr12	49741797	49741807	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	49741798	49741808	+	17.2364	1.19e-06		
MA0506.1	NRF1	chr12	49827870	49827880	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	50025594	50025604	+	15.2364	3.58e-06		
MA0506.1	NRF1	chr12	50057573	50057583	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	50057574	50057584	+	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	50193005	50193015	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	50193006	50193016	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	51817221	51817231	-	15.2364	3.58e-06		
MA0506.1	NRF1	chr12	51821042	51821052	-	17.7273	7.15e-07		
MA0506.1	NRF1	chr12	51821043	51821053	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	51951540	51951550	+	14.5273	8.11e-06		
MA0506.1	NRF1	chr12	52074078	52074088	-	14.5273	8.11e-06		
MA0506.1	NRF1	chr12	52077156	52077166	-	15.5455	2.86e-06		
MA0506.1	NRF1	chr12	52088136	52088146	+	15.5455	2.86e-06		
MA0506.1	NRF1	chr12	53007011	53007021	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	53007012	53007022	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	53180503	53180513	-	15.7455	2.15e-06		
MA0506.1	NRF1	chr12	53233149	53233159	+	17.2364	1.19e-06		
MA0506.1	NRF1	chr12	53452607	53452617	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	53563333	53563343	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	53676008	53676018	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	53676009	53676019	+	17.2364	1.19e-06		
MA0506.1	NRF1	chr12	53676379	53676389	+	15.2364	3.58e-06		
MA0506.1	NRF1	chr12	53935481	53935491	+	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	53945037	53945047	+	14.4364	8.58e-06		
MA0506.1	NRF1	chr12	53945130	53945140	+	15.4364	3.1e-06		
MA0506.1	NRF1	chr12	53947540	53947550	-	17.2364	1.19e-06		
MA0506.1	NRF1	chr12	53947541	53947551	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	53955471	53955481	+	15.4364	3.1e-06		
MA0506.1	NRF1	chr12	54029758	54029768	+	15.4364	3.1e-06		
MA0506.1	NRF1	chr12	54126481	54126491	+	16.7455	1.43e-06		
MA0506.1	NRF1	chr12	54280134	54280144	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	54280135	54280145	+	18.2364	2.38e-07		
MA0506.1	NRF1	chr12	54280183	54280193	+	15.3273	3.34e-06		
MA0506.1	NRF1	chr12	54280294	54280304	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	54280295	54280305	+	18.2364	2.38e-07		
MA0506.1	NRF1	chr12	55646348	55646358	-	15.6545	2.38e-06		
MA0506.1	NRF1	chr12	55830818	55830828	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	55830819	55830829	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	56088703	56088713	+	15.5455	2.86e-06		
MA0506.1	NRF1	chr12	56121837	56121847	+	15.2364	3.58e-06		
MA0506.1	NRF1	chr12	56221740	56221750	-	17.7273	7.15e-07		
MA0506.1	NRF1	chr12	56221741	56221751	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	56449162	56449172	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	56449163	56449173	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	56449405	56449415	+	14.4545	8.34e-06		
MA0506.1	NRF1	chr12	56604676	56604686	-	14.9636	5.25e-06		
MA0506.1	NRF1	chr12	56688331	56688341	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	56688332	56688342	+	17.2364	1.19e-06		
MA0506.1	NRF1	chr12	56752372	56752382	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr12	57010215	57010225	+	14.5455	7.87e-06		
MA0506.1	NRF1	chr12	57128348	57128358	-	16.4364	1.91e-06		
MA0506.1	NRF1	chr12	57128349	57128359	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	57165357	57165367	+	15.0364	5.01e-06		
MA0506.1	NRF1	chr12	57229688	57229698	-	14.8182	5.96e-06		
MA0506.1	NRF1	chr12	57431024	57431034	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	57520843	57520853	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	57520844	57520854	+	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	57522633	57522643	+	14.6545	6.68e-06		
MA0506.1	NRF1	chr12	57522837	57522847	-	16.4364	1.91e-06		
MA0506.1	NRF1	chr12	57522838	57522848	+	17.4182	9.54e-07		
MA0506.1	NRF1	chr12	57610286	57610296	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr12	57610287	57610297	+	16.4364	1.91e-06		
MA0506.1	NRF1	chr12	57721984	57721994	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr12	57754971	57754981	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	57832135	57832145	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	62434851	62434861	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	62801765	62801775	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr12	63003406	63003416	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	63844435	63844445	+	14.9273	5.48e-06		
MA0506.1	NRF1	chr12	64452051	64452061	-	17.2364	1.19e-06		
MA0506.1	NRF1	chr12	64452052	64452062	+	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	64621618	64621628	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr12	64759662	64759672	-	15.0364	5.01e-06		
MA0506.1	NRF1	chr12	64824535	64824545	+	14.9636	5.25e-06		
MA0506.1	NRF1	chr12	64915436	64915446	+	15.2364	3.58e-06		
MA0506.1	NRF1	chr12	65742238	65742248	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr12	65742239	65742249	+	15.4364	3.1e-06		
MA0506.1	NRF1	chr12	67648564	67648574	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	67648708	67648718	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr12	68332360	68332370	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr12	68332361	68332371	+	15.4364	3.1e-06		
MA0506.1	NRF1	chr12	68488647	68488657	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	68657777	68657787	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	68657778	68657788	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	68686853	68686863	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	68686854	68686864	+	16.7455	1.43e-06		
MA0506.1	NRF1	chr12	68686893	68686903	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr12	68746063	68746073	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	68746064	68746074	+	18.2364	2.38e-07		
MA0506.1	NRF1	chr12	68876885	68876895	-	14.8182	5.96e-06		
MA0506.1	NRF1	chr12	68933320	68933330	+	14.5273	8.11e-06		
MA0506.1	NRF1	chr12	69216083	69216093	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	69359672	69359682	+	17.2364	1.19e-06		
MA0506.1	NRF1	chr12	69359714	69359724	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	69359715	69359725	+	17.7273	7.15e-07		
MA0506.1	NRF1	chr12	69738857	69738867	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr12	69738858	69738868	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	69739086	69739096	+	14.5273	8.11e-06		
MA0506.1	NRF1	chr12	71686078	71686088	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr12	73059475	73059485	-	17.2364	1.19e-06		
MA0506.1	NRF1	chr12	73059476	73059486	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	73750223	73750233	+	14.5455	7.87e-06		
MA0506.1	NRF1	chr12	74537766	74537776	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr12	75391081	75391091	+	17.2364	1.19e-06		
MA0506.1	NRF1	chr12	76764061	76764071	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	76764062	76764072	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	77392660	77392670	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	77392661	77392671	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	78261168	78261178	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	78261169	78261179	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	79935233	79935243	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	79935234	79935244	+	16.4364	1.91e-06		
MA0506.1	NRF1	chr12	80382444	80382454	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr12	80382445	80382455	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	82664920	82664930	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	82803565	82803575	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr12	83625386	83625396	+	14.8182	5.96e-06		
MA0506.1	NRF1	chr12	83625391	83625401	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	83625392	83625402	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	84362517	84362527	-	15.2364	3.58e-06		
MA0506.1	NRF1	chr12	85911131	85911141	-	15.2364	3.58e-06		
MA0506.1	NRF1	chr12	86673442	86673452	-	15.6545	2.38e-06		
MA0506.1	NRF1	chr12	89353689	89353699	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	89353690	89353700	+	17.7273	7.15e-07		
MA0506.1	NRF1	chr12	91552237	91552247	+	15.2364	3.58e-06		
MA0506.1	NRF1	chr12	91634247	91634257	+	17.7273	7.15e-07		
MA0506.1	NRF1	chr12	92929570	92929580	+	14.5273	8.11e-06		
MA0506.1	NRF1	chr12	94158528	94158538	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr12	95003803	95003813	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	95003804	95003814	+	17.2364	1.19e-06		
MA0506.1	NRF1	chr12	95073600	95073610	+	18.2364	2.38e-07		
MA0506.1	NRF1	chr12	95418016	95418026	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr12	96035340	96035350	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	96069544	96069554	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr12	96159115	96159125	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr12	96210552	96210562	-	14.5273	8.11e-06		
MA0506.1	NRF1	chr12	96210553	96210563	+	14.4364	8.58e-06		
MA0506.1	NRF1	chr12	96521547	96521557	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	96521548	96521558	+	17.2364	1.19e-06		
MA0506.1	NRF1	chr12	97310125	97310135	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	97310126	97310136	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	97875255	97875265	-	14.6545	6.68e-06		
MA0506.1	NRF1	chr12	98593471	98593481	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	98593472	98593482	+	18.2364	2.38e-07		
MA0506.1	NRF1	chr12	99079986	99079996	-	15.2364	3.58e-06		
MA0506.1	NRF1	chr12	99637540	99637550	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	100267581	100267591	+	15.0364	5.01e-06		
MA0506.1	NRF1	chr12	101209941	101209951	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	101280068	101280078	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	101280069	101280079	+	16.7455	1.43e-06		
MA0506.1	NRF1	chr12	101642554	101642564	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	101698428	101698438	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	101831031	101831041	+	15.6545	2.38e-06		
MA0506.1	NRF1	chr12	101957429	101957439	+	17.2364	1.19e-06		
MA0506.1	NRF1	chr12	102480506	102480516	-	15.5455	2.86e-06		
MA0506.1	NRF1	chr12	102956396	102956406	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	103709338	103709348	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	103966180	103966190	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	103966181	103966191	+	17.2364	1.19e-06		
MA0506.1	NRF1	chr12	104436972	104436982	+	15.2364	3.58e-06		
MA0506.1	NRF1	chr12	104439210	104439220	-	14.5455	7.87e-06		
MA0506.1	NRF1	chr12	104958354	104958364	-	15.1455	3.81e-06		
MA0506.1	NRF1	chr12	105018506	105018516	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr12	106215761	106215771	-	17.7273	7.15e-07		
MA0506.1	NRF1	chr12	106215762	106215772	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	106247540	106247550	+	15.0364	5.01e-06		
MA0506.1	NRF1	chr12	106358052	106358062	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	106358053	106358063	+	16.4364	1.91e-06		
MA0506.1	NRF1	chr12	106358072	106358082	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr12	106586236	106586246	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	106955673	106955683	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	106955674	106955684	+	17.2364	1.19e-06		
MA0506.1	NRF1	chr12	106955785	106955795	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	106955786	106955796	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	107093955	107093965	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	107685772	107685782	+	15.5455	2.86e-06		
MA0506.1	NRF1	chr12	107685777	107685787	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	107760974	107760984	-	15.7455	2.15e-06		
MA0506.1	NRF1	chr12	107761223	107761233	+	15.0364	5.01e-06		
MA0506.1	NRF1	chr12	107761266	107761276	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	107761267	107761277	+	17.2364	1.19e-06		
MA0506.1	NRF1	chr12	107775373	107775383	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	107912690	107912700	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	108240520	108240530	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr12	108562506	108562516	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	108562601	108562611	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr12	108562602	108562612	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	108581893	108581903	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr12	108581894	108581904	+	16.4364	1.91e-06		
MA0506.1	NRF1	chr12	108857328	108857338	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	108857675	108857685	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr12	108857676	108857686	+	14.9273	5.48e-06		
MA0506.1	NRF1	chr12	108857742	108857752	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	108857743	108857753	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	109081613	109081623	+	14.8182	5.96e-06		
MA0506.1	NRF1	chr12	109097572	109097582	+	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	109309279	109309289	+	15.2364	3.58e-06		
MA0506.1	NRF1	chr12	109309721	109309731	-	14.4364	8.58e-06		
MA0506.1	NRF1	chr12	109309722	109309732	+	14.5273	8.11e-06		
MA0506.1	NRF1	chr12	109696160	109696170	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	109713557	109713567	+	14.9273	5.48e-06		
MA0506.1	NRF1	chr12	109713970	109713980	+	14.9273	5.48e-06		
MA0506.1	NRF1	chr12	109714642	109714652	+	14.5273	8.11e-06		
MA0506.1	NRF1	chr12	109773498	109773508	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	109845526	109845536	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr12	109845527	109845537	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	110404091	110404101	-	16.4364	1.91e-06		
MA0506.1	NRF1	chr12	110404092	110404102	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	110468410	110468420	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	110468411	110468421	+	17.2364	1.19e-06		
MA0506.1	NRF1	chr12	111320271	111320281	-	17.7273	7.15e-07		
MA0506.1	NRF1	chr12	111599122	111599132	-	14.5273	8.11e-06		
MA0506.1	NRF1	chr12	111685999	111686009	+	14.8182	5.96e-06		
MA0506.1	NRF1	chr12	111738826	111738836	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr12	112013275	112013285	+	14.6364	6.91e-06		
MA0506.1	NRF1	chr12	112108796	112108806	-	17.2364	1.19e-06		
MA0506.1	NRF1	chr12	112108797	112108807	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	112108891	112108901	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	112108892	112108902	+	17.7273	7.15e-07		
MA0506.1	NRF1	chr12	112171235	112171245	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	112442067	112442077	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	112510339	112510349	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	112510340	112510350	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	113055771	113055781	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	113077652	113077662	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr12	113129711	113129721	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	113129712	113129722	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	113591717	113591727	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	113638167	113638177	+	14.5273	8.11e-06		
MA0506.1	NRF1	chr12	113669936	113669946	+	14.9636	5.25e-06		
MA0506.1	NRF1	chr12	113966443	113966453	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr12	113966444	113966454	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	114404213	114404223	-	15.5455	2.86e-06		
MA0506.1	NRF1	chr12	114665104	114665114	-	14.5273	8.11e-06		
MA0506.1	NRF1	chr12	114691821	114691831	-	15.7455	2.15e-06		
MA0506.1	NRF1	chr12	114691822	114691832	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	114825840	114825850	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	114825841	114825851	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	115016410	115016420	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr12	115452061	115452071	+	15.4364	3.1e-06		
MA0506.1	NRF1	chr12	115760407	115760417	+	14.9636	5.25e-06		
MA0506.1	NRF1	chr12	116552613	116552623	+	15.2364	3.58e-06		
MA0506.1	NRF1	chr12	117053741	117053751	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	117053742	117053752	+	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	117190267	117190277	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	117362506	117362516	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	117362507	117362517	+	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	117969081	117969091	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	118149541	118149551	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr12	118149542	118149552	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	118188953	118188963	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	118188954	118188964	+	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	118429930	118429940	+	15.2364	3.58e-06		
MA0506.1	NRF1	chr12	118774506	118774516	-	15.0364	5.01e-06		
MA0506.1	NRF1	chr12	119808694	119808704	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr12	119989015	119989025	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	120116858	120116868	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr12	120116859	120116869	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	120116886	120116896	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	120116921	120116931	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	120201117	120201127	+	14.5273	8.11e-06		
MA0506.1	NRF1	chr12	120224688	120224698	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	120292468	120292478	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr12	120317579	120317589	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	120317580	120317590	+	18.2364	2.38e-07		
MA0506.1	NRF1	chr12	120437893	120437903	+	15.3273	3.34e-06		
MA0506.1	NRF1	chr12	120446445	120446455	-	14.5273	8.11e-06		
MA0506.1	NRF1	chr12	120446446	120446456	+	14.4364	8.58e-06		
MA0506.1	NRF1	chr12	120469799	120469809	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr12	120469800	120469810	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr12	120581550	120581560	-	14.8182	5.96e-06		
MA0506.1	NRF1	chr12	120625944	120625954	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	120625945	120625955	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr12	120625950	120625960	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	120903784	120903794	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr12	121122567	121122577	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr12	121130660	121130670	+	14.5455	7.87e-06		
MA0506.1	NRF1	chr12	121686977	121686987	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr12	121712686	121712696	-	17.2364	1.19e-06		
